SS4
---

This data set comes from [Musa79c].

---------------------------------------
Data Format: Time-between-failures data
---------------------------------------
Column1: Failure Number
Column2: Time-To-Failure
---------------------------------------

1	242460
2	6300
3	253680
4	24120
5	37620
6	928380
7	534180
8	191700
9	11760
10	159240
11	19140
12	595980
13	476220
14	58980
15	5820
16	100620
17	6300
18	328140
19	4560
20	6780
21	69420
22	579120
23	577080
24	631920
25	120
26	148200
27	928140
28	43860
29	3600
30	300
31	660627
32	167880
33	186840
34	279044
35	420120
36	67800
37	323460
38	112020
39	5280
40	634261
41	1920
42	902340
43	2100
44	4200
45	480
46	177060
47	42360
48	37020
49	54540
50	335520
51	300
52	152040
53	111360
54	491760
55	80340
56	318060
57	3120
58	5400
59	184740
60	15420
61	100860
62	235136
63	1620
64	621660
65	560228
66	504420
67	6780
68	245820
69	482288
70	429660
71	995536
72	75120
73	460020
74	32160
75	202500
76	317820
77	265260
78	36180
79	174180
80	19740
81	8400
82	40260
83	2940
84	8700
85	7080
86	64020
87	360
88	84840
89	180
90	908340
91	7680
92	58860
93	22560
94	8280
95	569096
96	69660
97	293880
98	6900
99	259260
100	3780
101	311776
102	111036
103	413940
104	271620
105	64560
106	299400
107	32880
108	957960
109	997780
110	60
111	113340
112	466980
113	511200
114	276000
115	185160
116	323940
117	318420
118	777960
119	4200
120	573140
121	2220
122	1237800
123	222960
124	108300
125	58980
126	20100
127	82320
128	362160
129	600
130	9000
131	1245660
132	16800
133	1001040
134	148
135	116
136	240
137	480
138	840
139	419340
140	120
141	60060
142	86880
143	6180
144	180
145	98100
146	3300
147	342240
148	1111320
149	8400
150	91680
151	621780
152	875700
153	634620
154	420
155	379380
156	18000
157	62100
158	8820
159	503580
160	275820
161	348180
162	5100
163	477900
164	636420
165	575340
166	222360
167	86580
168	2760
169	2820
170	1560
171	420
172	1200
173	1440
174	107040
175	31440
176	304260
177	59100
178	267960
179	21720
180	68760
181	262380
182	4560
183	331020
184	1722300
185	47520
186	301170
187	1020
188	168000
189	113310
190	1613550
191	92190
192	446340
193	65250
194	1900620
195	420060
196	245280
197	1347540

