S2
--

-----------------------------------------
Data Format 1: Time-between-failures data
(time unit in seconds)
-----------------------------------------
Column1: Failure Number
Column2: Time-To-Failure
-----------------------------------------

1	191
2	222
3	280
4	290
5	290
6	385
7	570
8	610
9	365
10	390
11	275
12	360
13	800
14	1210
15	407
16	50
17	660
18	1507
19	625
20	912
21	638
22	293
23	1212
24	612
25	675
26	1215
27	2715
28	3551
29	800
30	3910
31	6900
32	3300
33	1510
34	195
35	1956
36	135
37	661
38	50
39	729
40	900
41	180
42	4225
43	15600
44	0
45	0
46	300
47	9021
48	2519
49	6890
50	3348
51	2750
52	6675
53	6945
54	7899


------------------------------------
Date Format 2: Failure-count data
Interval length = 5000 seconds
------------------------------------
Column1: Time Period
Column2: Number of Failures
------------------------------------

1	12
2	7
3	6
4	2
5	2
6	1
7	1
8	4
9	6
10	1
11	0
12	0
13	4
14	0
15	2
16	0
17	2
18	1
19	1
20	0
21	1
22	1

