CSR2
----

-----------------------------------------
Data Format 1: Time-between-failures data
-----------------------------------------
Column1: Failure Number
Column2: Time-To-Failure
-----------------------------------------

1	760
2	758
3	303
4	6
5	22
6	14
7	42
8	4
9	84
10	15
11	221
12	14
13	15
14	41
15	1
16	153
17	409
18	54
19	24
20	44
21	180
22	397
23	19
24	145
25	36
26	54
27	1337
28	163
29	8
30	1
31	17
32	16
33	87
34	19
35	29
36	0
37	5
38	360
39	10
40	11
41	100
42	252
43	460
44	179
45	3
46	24
47	253
48	163
49	54
50	137
51	328
52	3
53	9
54	12
55	18
56	9
57	75
58	15
59	366
60	428
61	212
62	115
63	264
64	269
65	276
66	1
67	999
68	30
69	495
70	472
71	344
72	550
73	131
74	47
75	92
76	863
77	991
78	35
79	9549
80	249
81	607
82	83
83	614
84	352
85	673
86	4179
87	111
88	75
89	407
90	288
91	894
92	1314
93	845
94	55
95	409
96	36
97	15
98	1960
99	60
100	19
101	20
102	79
103	24
104	1737
105	7984
106	10
107	20
108	338
109	250
110	1682
111	212
112	287
113	56
114	4973
115	3500
116	59
117	98
118	2439
119	1812
120	6203
121	385
122	3500
123	4892
124	687
125	62
126	2796
127	3268
128	3845
129	76

