SYS2
----

---------------------------------------
Data Format: Time-between-failures data
(time unit in miliseconds)
---------------------------------------
Column1: Failure Number
Column2: Time-To-Failure
---------------------------------------

1	479
2	266
3	277
4	554
5	1034
6	249
7	693
8	597
9	117
10	170
11	117
12	1274
13	469
14	1174
15	693
16	1908
17	135
18	277
19	596
20	757
21	437
22	2230
23	437
24	340
25	405
26	535
27	277
28	363
29	522
30	613
31	277
32	1300
33	821
34	213
35	1620
36	1601
37	298
38	874
39	618
40	2640
41	5
42	149
43	1034
44	2441
45	460
46	565
47	1119
48	437
49	927
50	4462
51	714
52	181
53	1485
54	757
55	3154
56	2115
57	884
58	2037
59	1481
60	559
61	490
62	593
63	1769
64	85
65	2836
66	213
67	1866
68	490
69	1487
70	4322
71	1418
72	1023
73	5490
74	1520
75	3281
76	2716
77	2175
78	3505
79	725
80	1963
81	3979
82	1090
83	245
84	1194
85	994
86	3902

