J4
--

-------------------------------
Data Format: Failure-count data
(time unit in weeks)
-------------------------------
Column1: Time Interval 
Column2: Number of Failures
-------------------------------

  1	0
  2	0
  3	1
  4	0
  5	0
  6	0
  7	0
  8	0
  9	0
 10	1
 11	0
 12	0
 13	1
 14	2
 15	2
 16	0
 17	1
 18	2
 19	0
 20	0
 21	2
 22	1
 23	3
 24	0
 25	0
 26	5
 27	2
 28	0
 29	0
 30	1
 31	3
 32	2
 33	0
 34	2
 35	0
 36	0
 37	2
 38	1
 39	0
 40	0
 41	0
 42	0
 43	0
 44	0
 45	0
 46	0
 47	0
 48	1
 49	2
 50	0
 51	0
 52	5
 53	2
 54	0
 55	1
 56	6
 57	8
 58	2
 59	1
 60	6
 61	8
 62	8
 63	6
 64	3
 65	4
 66	3
 67	1
 68	1
 69	1
 70	1
 71	5
 72	2
 73	1
 74	1
 75	1
 76	2
 77	0
 78	1
 79	1
 80	1
 81	1
 82	0
 83	1
 84	1
 85	1
 86	2
 87	2
 88	3
 89	3
 90	5
 91	1
 92	2
 93	3
 94	1
 95	1
 96	1
 97	2
 98	0
 99	1
100	4
101	3
102	0
103	1
104	8
105	4
106	7
107	1
108	1
109	2
110	1
111	0
112	1
113	3
114	2

