J1
--

-------------------------------
Data Format: Failure-count data
(time unit in weeks)
-------------------------------
Column1: Time Interval 
Column2: Number of Failures
-------------------------------

  1	6
  2	1
  3	1
  4	0
  5	1
  6	3
  7	0
  8	5
  9	6
 10	1
 11	0
 12	3
 13	9
 14	3
 15	2
 16	3
 17	0
 18	2
 19	4
 20	0
 21	0
 22	0
 23	0
 24	0
 25	2
 26	0
 27	0
 28	2
 29	3
 30	11
 31	5
 32	3
 33	2
 34	4
 35	2
 36	0
 37	1
 38	2
 39	0
 40	1
 41	3
 42	0
 43	1
 44	6
 45	2
 46	0
 47	5
 48	10
 49	3
 50	3
 51	2
 52	1
 53	0
 54	3
 55	0
 56	2
 57	0
 58	1
 59	0
 60	1
 61	0
 62	2

