J2
--

-------------------------------
Data Format: Failure-count data
(time unit in weeks)
-------------------------------
Column1: Time Interval 
Column2: Number of Failures
-------------------------------

  1	0
  2	0
  3	0
  4	1
  5	1
  6	1
  7	0
  8	0
  9	0
 10	0
 11	1
 12	3
 13	0
 14	4
 15	0
 16	0
 17	0
 18	2
 19	1
 20	0
 21	0
 22	1
 23	0
 24	0
 25	0
 26	2
 27	0
 28	2
 29	0
 30	2
 31	1
 32	0
 33	0
 34	1
 35	3
 36	3
 37	0
 38	3
 39	0
 40	4
 41	1
 42	7
 43	1
 44	0
 45	0
 46	0
 47	0
 48	1
 49	0
 50	0
 51	0
 52	0
 53	0
 54	1
 55	1
 56	1
 57	3
 58	4
 59	4
 60	8
 61	5
 62	6
 63	0
 64	5
 65	3
 66	0
 67	2
 68	1
 69	1
 70	0
 71	0
 72	0
 73	0
 74	1
 75	7
 76	2
 77	1
 78	0
 79	1
 80	5
 81	7
 82	3
 83	0
 84	1
 85	0
 86	7
 87	11
 88	11
 89	2
 90	0
 91	2
 92	5
 93	1
 94	2
 95	6
 96	5
 97	3
 98	5
 99	4
100	4
101	1
102	4
103	1
104	10
105	2
106	3
107	1
108	1
109	1
110	1
111	0
112	0
113	0
114	1
115	0
116	1
117	1
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	1
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	1
136	0
137	0
138	0
139	0
140	0
141	1
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	1
153	0
154	0
155	0
156	0
157	0
158	1
159	0
160	1
161	0
162	0
163	1
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	1
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	1

