Seconds
           1      479        1
           2      266        1
           3      277        1
           4      554        1
           5     1034        1
           6      249        1
           7      693        1
           8      597        1
           9      117        1
          10      170        1
          11      117        1
          12     1274        1
          13      469        1
          14     1174        1
          15      693        1
          16     1908        1
          17      135        1
          18      277        1
          19      596        1
          20      757        1
          21      437        1
          22     2230        1
          23      437        1
          24      340        1
          25      405        1
          26      535        1
          27      277        1
          28      363        1
          29      522        1
          30      613        1
          31      277        1
          32     1300        1
          33      821        1
          34      213        1
          35     1620        1
          36     1601        1
          37      298        1
          38      874        1
          39      618        1
          40     2640        1
          41        5        1
          42      149        1
          43     1034        1
          44     2441        1
          45      460        1
          46      565        1
          47     1119        1
          48      437        1
          49      927        1
          50     4462        1
          51      714        1
          52      181        1
          53     1485        1
          54      757        1
          55     3154        1
          56     2115        1
          57      884        1
          58     2037        1
          59     1481        1
          60      559        1
          61      490        1
          62      593        1
          63     1769        1
          64       85        1
          65     2836        1
          66      213        1
          67     1866        1
          68      490        1
          69     1487        1
          70     4322        1
          71     1418        1
          72     1023        1
          73     5490        1
          74     1520        1
          75     3281        1
          76     2716        1
          77     2175        1
          78     3505        1
          79      725        1
          80     1963        1
          81     3979        1
          82     1090        1
          83      245        1
          84     1194        1
          85      994        1
          86     3902        1
