Seconds
1  .14400000E+05    1
2  .14400000E+05    1
3  .14400000E+05    1
4  .14400000E+05    2
5  .14400000E+05    3
6  .14400000E+05    2
7  .14400000E+05    2
8  .14400000E+05    3
9  .14400000E+05    2
10  .14400000E+05   1
11  .14400000E+05   1
12  .14400000E+05   1
13  .14400000E+05   3
14  .14400000E+05   3
15  .10609200E+05   2
16  .10609200E+05   1
17  .10609200E+05   2
18  .10609200E+05   3
19  .10609200E+05   1
20  .10609200E+05   1
21  .10609200E+05   2
22  .10609200E+05   1
23  .10609200E+05   3
24  .10609200E+05   3
25  .10609200E+05   1
26  .10609200E+05   2
27  .10609200E+05   1
28  .10609200E+05   1
29  .10609200E+05   1
30  .10609200E+05   1
31  .10609200E+05   1
32  .10609200E+05   1
33  .10609200E+05   1
34  .87652800E+04   2
35  .87652800E+04   3
36  .87652800E+04   3
37  .87652800E+04   2
38  .87652800E+04   1
39  .87652800E+04   1
40  .87652800E+04   1
41  .87652800E+04   1
42  .87652800E+04   2
43  .87652800E+04   2
44  .87652800E+04   1
45  .87652800E+04   1
46  .87652800E+04   1
47  .87652800E+04   1
48  .87652800E+04   1
49  .87652800E+04   1
50  .87652800E+04   1
51  .87652800E+04   1
52  .87652800E+04   3
53  .87652800E+04   1
54  .87652800E+04   1
55  .87652800E+04   1
56  .87652800E+04   1
57  .16800120E+05   3
58  .16800120E+05   2
59  .16800120E+05   3
60  .16800120E+05   1
61  .16800120E+05   1
62  .16800120E+05   1
63  .16800120E+05   4
64  .16800120E+05   1
65  .16800120E+05   1
66  .16800120E+05   1
67  .16800120E+05   4
68  .16800120E+05   3
69  .91634400E+04   4
70  .91634400E+04   1
71  .91634400E+04   1
72  .91634400E+04   1
73  .91634400E+04   1
74  .91634400E+04   1
75  .91634400E+04   2
76  .91634400E+04   2
77  .91634400E+04   1
78  .91634400E+04   1
79  .91634400E+04   1
80  .91634400E+04   1
81  .91634400E+04   1
82  .91634400E+04   1
83  .91634400E+04   1
84  .91634400E+04   1
85  .91634400E+04   1
86  .91634400E+04   2
87  .91634400E+04   1
88  .91634400E+04   1
89  .91634400E+04   1
90  .91634400E+04   1
91  .16800120E+05   1
92  .16800120E+05   1
93  .16800120E+05   1
94  .16800120E+05   1
95  .16800120E+05   2
96  .16800120E+05   1
97  .16800120E+05   2
98  .16800120E+05   1
99  .16800120E+05   1
100  .16800120E+05  1
101  .16800120E+05  1
102  .16800120E+05  1
103  .15507720E+05  1
104  .15507720E+05  1
105  .15507720E+05  1
106  .15507720E+05  1
107  .15507720E+05  1
108  .15507720E+05  1
109  .15507720E+05  1
110  .15507720E+05  1
111  .15507720E+05  1
112  .15507720E+05  1
113  .15507720E+05  1
114  .15507720E+05  1
115  .15507720E+05  1
116  .10609200E+05  1
117  .10609200E+05  1
118  .10609200E+05  1
119  .10609200E+05  1
120  .10609200E+05  1
121  .10609200E+05  1
122  .10609200E+05  1
123  .10609200E+05  1
124  .10609200E+05  1
125  .10609200E+05  1
126  .10609200E+05  1
127  .10609200E+05  1
128  .10609200E+05  1
129  .10609200E+05  1
130  .10609200E+05  1
131  .10609200E+05  1
132  .10609200E+05  2
133  .10609200E+05  2
134  .10609200E+05  1
135  .20160000E+05  1
136  .20160000E+05  1
137  .20160000E+05  1
138  .20160000E+05  1
139  .20160000E+05  1
140  .20160000E+05  1
141  .20160000E+05  1
142  .20160000E+05  4
143  .20160000E+05  1
144  .20160000E+05  1
145  .40320000E+05  1
146  .40320000E+05  1
147  .40320000E+05  4
148  .40320000E+05  4
149  .40320000E+05  1
150  .40320000E+05  1
151  .40320000E+05  1
152  .40320000E+05  1
153  .40320000E+05  1
154  .40320000E+05  1
155  .40320000E+05  1
156  .40320000E+05  1
157  .40320000E+05  1
158  .40320000E+05  1
159  .40320000E+05  1
160  .28800000E+05  1
161  .28800000E+05  1
162  .28800000E+05  1
163  .28800000E+05  1
164  .28800000E+05  1
165  .28800000E+05  1
166  .28800000E+05  1
167  .28800000E+05  1
168  .28800000E+05  1
169  .28800000E+05  1
170  .28800000E+05  1
171  .28800000E+05  4
172  .28800000E+05  4
173  .28800000E+05  1
174  .20160000E+06  1
175  .67200120E+05  1
176  .67200120E+05  1
177  .67200120E+05  1
178  .20160000E+06  1
179  .10080000E+06  1
180  .10080000E+06  1
181  .30240000E+06  1
182  .10080000E+06  1
183  .22399920E+05  1
184  .22399920E+05  1
185  .22399920E+05  1
186  .22399920E+05  1
187  .22399920E+05  1
188  .22399920E+05  1
189  .22399920E+05  1
190  .22399920E+05  2
191  .22399920E+05  1
192  .10080000E+06  3
193  .80640000E+06  2
194  .10080000E+06  3
