Hours
1 0.667223        1
2 1.337794        1
3 1.342283        1
4 1.346803        1
5 1.351353        1
6 1.355934        1
7 1.360546        1
8 1.365189        1
9 1.369864        1
10 1.374572        1
11 1.379312        1
12 1.384084        1
13  1.38889        1
14  1.39373        1
15 1.398603        1
16  1.40351        1
17 1.408452        1
18 1.413429        1
19 1.418441        1
20 1.423489        1
21 1.428573        1
22 1.433693        1
23  1.43885        1
24 1.444045        1
25 1.449277        1
26 1.454547        1
27 1.459856        1
28 1.465203        1
29  1.47059        1
30 1.476016        1
31 1.481483        1
32 1.486991        1
33 1.492539        1
34 1.498129        1
35 1.503761        1
36 1.509436        1
37 1.515153        1
38 1.520914        1
39 1.526719        1
40 1.532569        1
41 1.538463        1
42 1.544403        1
43  1.55039        1
44 1.556422        1
45 1.562502        1
46 1.568629        1
47 1.574805        1
48  1.58103        1
49 1.587304        1
50 1.593628        1
51 1.600002        1
52 1.606428        1
53 1.612905        1
54 1.619435        1
55 1.626018        1
56 1.632655        1
57 1.639347        1
58 1.646093        1
59 1.652895        1
60 1.659753        1
61 1.666669        1
62 1.673643        1
63 1.680675        1
64 1.687766        1
65 1.694918        1
66  1.70213        1
67 1.709404        1
68 1.716741        1
69 1.724141        1
70 1.731604        1
71 1.739133        1
72 1.746728        1
73 1.754389        1
74 1.762117        1
75 1.769914        1
76 1.777781        1
77 1.785717        1
78 1.793725        1
79 1.801805        1
80 1.809958        1
81 1.818185        1
82 1.826487        1
83 1.834866        1
84 1.843321        1
85 1.851855        1
86 1.860468        1
87 1.869162        1
88 1.877938        1
89 1.886796        1
90 1.895738        1
91 1.904766        1
92 1.913879        1
93 1.923081        1
94 1.932371        1
95 1.941751        1
96 1.951223        1
97 1.960788        1
98 1.970447        1
99 1.980202        1
100 1.990054        1
101 2.000004        1
102 2.010054        1
103 2.020206        1
104 2.030461        1
105 2.040821        1
106 2.051287        1
107  2.06186        1
108 2.072543        1
109 2.083338        1
110 2.094246        1
111 2.105268        1
112 2.116407        1
113 2.127665        1
114 2.139043        1
115 2.150543        1
116 2.162167        1
117 2.173918        1
118 2.185798        1
119 2.197808        1
120  2.20995        1
121 2.222228        1
122 2.234643        1
123 2.247197        1
124 2.259893        1
125 2.272733        1
126 2.285721        1
127 2.298857        1
128 2.312145        1
129 2.325588        1
130 2.339188        1
131 2.352948        1
132 2.366871        1
133 2.380959        1
134 2.395217        1
135 2.409646        1
136  2.42425        1
137 2.439032        1
138 2.453995        1
139 2.469144        1
140  2.48448        1
141 2.500008        1
142 2.515732        1
143 2.531654        1
144 2.547779        1
145 2.564111        1
146 2.580654        1
147 2.597412        1
148 2.614388        1
149 2.631588        1
150 2.649016        1
151 2.666677        1
152 2.684574        1
153 2.702713        1
154 2.721099        1
155 2.739737        1
156 2.758632        1
157 2.777789        1
158 2.797214        1
159 2.816913        1
160 2.836891        1
161 2.857155        1
162  2.87771        1
163 2.898563        1
164 2.919721        1
165  2.94119        1
166 2.962977        1
167 2.985088        1
168 3.007533        1
169 3.030318        1
170  3.05345        1
171 3.076938        1
172 3.100791        1
173 3.125016        1
174 3.149623        1
175  3.17462        1
176 3.200017        1
177 3.225824        1
178  3.25205        1
179 3.278707        1
180 3.305804        1
181 3.333353        1
182 3.361364        1
183 3.389851        1
184 3.418824        1
185 3.448297        1
186 3.478283        1
187 3.508794        1
188 3.539846        1
189 3.571452        1
190 3.603628        1
191 3.636389        1
192 3.669751        1
193  3.70373        1
194 3.738345        1
195 3.773613        1
196 3.809553        1
197 3.846183        1
198 3.883526        1
199   3.9216        1
200 3.960428        1
201 4.000033        1
202 4.040438        1
203 4.081668        1
204 4.123748        1
205 4.166704        1
206 4.210565        1
207 4.255359        1
208 4.301117        1
209 4.347869        1
210 4.395649        1
211  4.44449        1
212 4.494429        1
213 4.545503        1
214 4.597752        1
215 4.651215        1
216 4.705937        1
217 4.761961        1
218 4.819335        1
219 4.878109        1
220 4.938334        1
221 5.000065        1
222 5.063359        1
223 5.128275        1
224 5.194878        1
225 5.263234        1
226 5.333412        1
227 5.405488        1
228 5.479538        1
229 5.555645        1
230 5.633896        1
231 5.714383        1
232 5.797203        1
233 5.882459        1
234  5.97026        1
235 6.060722        1
236 6.153968        1
237 6.250127        1
238  6.34934        1
239 6.451753        1
240 6.557524        1
241 6.666821        1
242 6.779823        1
243 6.896723        1
244 7.017724        1
245 7.143047        1
246 7.272928        1
247 7.407619        1
248 7.547394        1
249 7.692545        1
250 7.843389        1
251 8.000267        1
252 8.163549        1
253 8.333635        1
254 8.510959        1
255 8.695995        1
256 8.889255        1
257   9.0913        1
258 9.302745        1
259 9.524259        1
260 9.756581        1
261 10.00052        1
262 10.25697        1
263 10.52692        1
264 10.81147        1
265 11.11183        1
266 11.42935        1
267 11.76555        1
268 12.12214        1
269 12.50102        1
270 12.90434        1
271 13.33457        1
272 13.79447        1
273 14.28723        1
274 14.81651        1
275 15.38651        1
276 16.00213        1
277 16.66908        1
278 17.39404        1
279 18.18495        1
280 19.05122        1
281 20.00417        1
282 21.05749        1
283 22.22794        1
284  23.5362        1
285 25.00814        1
286 26.67655        1
287 28.58359        1
288 30.78442        1
289 33.35264        1
290 36.38871        1
291 40.03338        1
292 44.49025        1
293 50.06526        1
294 57.24034        1
295 66.82163        1
296 80.26828        1
297 100.5258        1
298 134.5889        1
299 204.3302        1
300 439.4449        1
