Seconds
           1       39        1
           2       10        1
           3        4        1
           4       36        1
           5        4        1
           6        5        1
           7        4        1
           8       91        1
           9       49        1
          10        1        1
          11       25        1
          12        1        1
          13        4        1
          14       30        1
          15       42        1
          16        9        1
          17       49        1
          18       44        1
          19       32        1
          20        3        1
          21       78        1
          22        1        1
          23       30        1
          24      205        1
          25        5        1
          26      129        1
          27      103        1
          28      224        1
          29      186        1
          30       53        1
          31       14        1
          32        9        1
          33        2        1
          34       10        1
          35        1        1
          36       34        1
          37      170        1
          38      129        1
          39        4        1
          40        4        1
          41       35        1
          42        5        1
          43        5        1
          44       22        1
          45       36        1
          46       35        1
          47      121        1
          48       23        1
          49       33        1
          50       48        1
          51       32        1
          52       21        1
          53        4        1
          54       23        1
          55        9        1
          56       13        1
          57      165        1
          58       14        1
          59       22        1
          60       41        1
          61       12        1
          62      138        1
          63       95        1
          64       49        1
          65       62        1
          66        2        1
          67       35        1
          68       89        1
          69       90        1
          70       69        1
          71       22        1
          72       15        1
          73       19        1
          74       42        1
          75       14        1
          76       11        1
          77       41        1
          78      210        1
          79       16        1
          80       30        1
          81       37        1
          82       66        1
          83        9        1
          84       16        1
          85       14        1
          86       24        1
          87       12        1
          88      159        1
          89       89        1
          90      118        1
          91       29        1
          92       21        1
          93       18        1
          94        2        1
          95      114        1
          96       37        1
          97       46        1
          98       17        1
          99        1        1
         100      150        1
         101      382        1
         102      160        1
         103       66        1
         104      206        1
         105        9        1
         106       26        1
         107       62        1
         108      239        1
         109       13        1
         110        4        1
         111       85        1
         112       85        1
         113      240        1
         114      178        1
         115       34        1
         116      102        1
         117        9        1
         118      146        1
         119       59        1
         120       48        1
         121       25        1
         122       25        1
         123      111        1
         124        5        1
         125       31        1
         126       51        1
         127        6        1
         128      193        1
         129       27        1
         130       25        1
         131       96        1
         132       26        1
         133       30        1
         134       30        1
         135       17        1
         136      320        1
         137       78        1
         138       39        1
         139       13        1
         140       13        1
         141       19        1
         142      128        1
         143       34        1
         144       84        1
         145       40        1
         146      177        1
         147      349        1
         148      274        1
         149       82        1
         150       58        1
         151       31        1
         152      114        1
         153       39        1
         154       88        1
         155       84        1
         156      232        1
         157      108        1
         158       38        1
         159       86        1
         160        7        1
         161       22        1
         162       80        1
         163      239        1
         164        3        1
         165       39        1
         166       63        1
         167      152        1
         168       63        1
         169       80        1
         170      245        1
         171      196        1
         172       46        1
         173      152        1
         174      102        1
         175        9        1
         176      228        1
         177      220        1
         178      208        1
         179       78        1
         180        3        1
         181       83        1
         182        6        1
         183      212        1
         184       91        1
         185        3        1
         186       10        1
         187      172        1
         188       21        1
         189      173        1
         190      371        1
         191       40        1
         192       48        1
         193      126        1
         194       90        1
         195      149        1
         196       30        1
         197      317        1
         198      500        1
         199      673        1
         200      432        1
         201       66        1
         202      168        1
         203       66        1
         204       66        1
         205      128        1
         206       49        1
         207      332        1
