Hours
1	.14000000E+02	56	1
2	.19000000E+02	56	1
3	.23000000E+02	56	1
4	.12000000E+02	56	1
5	.22000000E+02	56	1
6	.12000000E+02	56	1
7	.13000000E+02	56	1
8	.19000000E+02	56	1
9	.10000000E+02	56	1
10	 .50000000E+01	56	1
11	 .50000000E+01	56	1
12	 .50000000E+01	56	1
13	 .70000000E+01	56	1
14	 .70000000E+01	56	1
15	 .10000000E+01	56	1
16	 .30000000E+01	56	1
17	 .10000000E+01	56	1
18	 .20000000E+01	56	1
19	 .00000000E+00	56	1
20	 .20000000E+01	56	1
21	 .90000000E+01	56	1
22	 .10000000E+01	56	1
23	 .00000000E+00	56	1
24	 .00000000E+00	56	1
25	 .00000000E+00	56	1
26	 .10000000E+01	56	1
27	 .10000000E+01	56	1
